accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,deviceID
220,132,1935,-625,1597,6999,10003
206,124,1923,-923,1559,7000,10003
200,165,1931,-1099,1484,6904,10003
188,181,1963,-1133,1408,6810,10003
182,153,1995,-1164,1360,6738,10003
164,255,2023,-1069,1333,6550,10003
107,300,2017,-989,1286,6379,10003
60,354,1956,-1068,1216,6205,10003
21,450,1959,-1219,1126,6018,10003
19,439,2004,-1424,1038,5835,10003
79,347,2083,-1357,966,5583,10003
82,296,2074,-1306,897,5384,10003
25,352,1999,-1263,811,5135,10003
-41,430,1925,-1278,681,4838,10003
-87,532,1873,-1419,600,4518,10003
-118,605,1840,-1640,482,4139,10003
-142,658,1793,-1879,384,3733,10003
-167,691,1873,-2014,243,3287,10003
-138,732,1933,-2072,127,2788,10003
-119,741,1959,-2200,59,2338,10003
-123,774,1981,-2373,-18,1856,10003
-157,766,2001,-2479,-65,1346,10003
-171,639,1982,-2595,-101,879,10003
-204,557,1939,-2667,-197,396,10003
-247,588,1854,-2668,-313,-124,10003
-293,649,1802,-2639,-465,-673,10003
-278,682,1736,-2691,-633,-1206,10003
-230,634,1698,-2799,-765,-1702,10003
-168,488,1672,-2928,-858,-2164,10003
-128,310,1696,-3034,-920,-2594,10003
-130,191,1653,-3159,-979,-3003,10003
-126,139,1608,-3333,-1033,-3409,10003
-132,97,1557,-3549,-1091,-3811,10003
-91,55,1546,-3781,-1165,-4201,10003
-53,9,1511,-3954,-1225,-4581,10003
-23,-64,1492,-4131,-1259,-4938,10003
20,-153,1506,-4279,-1285,-5247,10003
94,-341,1588,-4455,-1235,-5448,10003
171,-591,1649,-4659,-1108,-5561,10003
205,-802,1682,-4843,-1015,-5636,10003
154,-832,1601,-4930,-1008,-5788,10003
112,-772,1485,-4919,-1071,-5988,10003
135,-718,1372,-4784,-1168,-6200,10003
186,-725,1337,-4647,-1287,-6412,10003
229,-726,1277,-4609,-1419,-6579,10003
312,-688,1256,-4597,-1539,-6736,10003
443,-951,1326,-4460,-1481,-6732,10003
580,-1479,1319,-4192,-1440,-6682,10003
627,-1734,1385,-3635,-1475,-6666,10003
626,-1751,1435,-3062,-1594,-6623,10003
659,-1578,1429,-2677,-1698,-6614,10003
706,-1315,1389,-2509,-1817,-6716,10003
732,-1043,1352,-2823,-1907,-6823,10003
819,-808,1300,-3552,-1943,-6886,10003
943,-729,1233,-4379,-1904,-6937,10003
1157,-1039,1204,-4763,-1728,-7005,10003
1299,-1568,1202,-4768,-1600,-7027,10003
1396,-2053,1267,-4174,-1573,-6939,10003
1472,-2430,1347,-3444,-1645,-6698,10003
1537,-2469,1354,-2872,-1799,-6399,10003
1558,-2182,1301,-2589,-1970,-6174,10003
1579,-1798,1221,-2777,-2092,-6006,10003
1586,-1427,1112,-3284,-2160,-5889,10003
1626,-1205,1021,-3968,-2200,-5815,10003
1735,-1093,985,-4588,-2209,-5770,10003
1847,-1101,931,-4928,-2163,-5772,10003
1966,-1241,914,-4904,-2087,-5761,10003
2037,-1418,953,-4557,-2032,-5710,10003
2072,-1583,971,-4091,-2001,-5538,10003
2121,-1697,972,-3636,-2000,-5326,10003
2181,-1743,956,-3207,-1996,-5103,10003
2245,-1747,912,-2858,-1998,-4844,10003
2300,-1685,897,-2546,-1960,-4588,10003
2317,-1609,873,-2252,-1878,-4321,10003
2313,-1552,850,-1987,-1792,-4043,10003
2273,-1513,831,-1720,-1696,-3730,10003
2236,-1470,807,-1435,-1625,-3386,10003
2188,-1426,798,-1166,-1554,-3047,10003
2151,-1349,774,-975,-1496,-2701,10003
2116,-1253,782,-892,-1428,-2379,10003
2081,-1157,752,-917,-1342,-2070,10003
2058,-1102,736,-1010,-1255,-1812,10003
2029,-1067,727,-1125,-1174,-1571,10003
2008,-1051,691,-1226,-1103,-1339,10003
1984,-1024,677,-1296,-1043,-1134,10003
1958,-1017,659,-1313,-997,-939,10003
1931,-1017,645,-1283,-965,-769,10003
1904,-1031,620,-1194,-925,-611,10003
1867,-1018,597,-1080,-918,-482,10003
1850,-1015,599,-943,-917,-372,10003
1838,-1013,576,-763,-921,-280,10003
1829,-1001,543,-567,-933,-211,10003
1827,-985,539,-378,-942,-148,10003
1820,-969,525,-212,-944,-93,10003
1835,-909,528,-100,-936,-61,10003
1854,-798,570,-185,-875,4,10003
1874,-608,612,-616,-762,36,10003
1899,-442,632,-1368,-599,35,10003
1926,-372,643,-2221,-376,-32,10003
1949,-411,647,-3034,-171,-58,10003
1929,-543,648,-3555,47,-103,10003
1895,-736,651,-3681,193,-212,10003
1869,-909,642,-3492,260,-260,10003
1856,-992,619,-3015,277,-297,10003
1833,-1006,565,-2470,244,-306,10003
1832,-1019,530,-1990,200,-304,10003
1836,-997,483,-1580,145,-334,10003
1851,-975,470,-1258,113,-288,10003
1868,-983,453,-978,89,-266,10003
1868,-989,431,-703,46,-210,10003
1866,-989,404,-431,13,-175,10003
1870,-951,393,-171,-21,-121,10003
1879,-907,384,30,-35,-66,10003
1887,-866,355,180,-35,-16,10003
1879,-833,352,270,-39,27,10003
1885,-822,356,345,-32,48,10003
1875,-826,344,435,-32,63,10003
1876,-815,358,513,-33,68,10003
1881,-786,345,575,-27,77,10003
1881,-761,344,599,-22,78,10003
1878,-724,348,565,-11,91,10003
1886,-721,365,517,-2,82,10003
1880,-699,342,452,15,76,10003
1880,-704,343,387,28,71,10003
1883,-701,344,337,40,53,10003
1874,-698,333,295,49,56,10003
1874,-702,323,259,62,45,10003
1875,-695,323,213,62,46,10003
1870,-689,309,167,67,42,10003
1879,-690,308,128,57,52,10003
1873,-689,302,72,68,42,10003
1875,-685,292,20,64,48,10003
1878,-694,306,-33,66,49,10003
1873,-706,316,-44,51,34,10003
1869,-719,303,-48,27,56,10003
1880,-696,317,-57,25,44,10003
1876,-691,322,-66,10,26,10003
1889,-692,314,-74,9,26,10003
1877,-692,317,-63,-3,18,10003
1886,-677,330,-74,-6,1,10003
1891,-672,340,-104,-10,-1,10003
1892,-670,338,-154,2,-16,10003
1894,-692,348,-202,1,-17,10003
1897,-697,340,-234,10,-35,10003
1895,-706,346,-249,18,-46,10003
1873,-716,354,-266,14,-27,10003
1876,-724,343,-273,13,-29,10003
1873,-726,337,-275,11,-30,10003
1874,-741,351,-243,4,-33,10003
1882,-754,338,-217,-3,-18,10003
1879,-745,336,-188,-12,-34,10003
1890,-744,342,-172,-14,-31,10003
1889,-739,349,-154,-3,-38,10003
1879,-751,339,-135,-17,-33,10003
1883,-750,334,-114,-9,-30,10003
1869,-754,349,-103,-14,-25,10003
1882,-758,349,-102,-10,-30,10003
1869,-750,334,-86,-16,-32,10003
1874,-744,337,-86,-9,-30,10003
1875,-752,352,-65,-8,-26,10003
1869,-749,332,-45,-9,-18,10003
1880,-748,340,-37,-12,-12,10003
1876,-743,342,-33,-11,-1,10003
1885,-752,348,-32,-1,4,10003
1880,-753,345,-14,-14,14,10003
1881,-749,347,0,-3,16,10003
1875,-745,338,10,-1,15,10003
1877,-732,344,11,-9,18,10003
1876,-727,345,22,-6,29,10003
1877,-728,351,8,-12,24,10003
1869,-718,342,4,-9,23,10003
1883,-719,342,-9,-4,31,10003
1880,-713,325,-19,-2,19,10003
1877,-721,326,-36,-2,24,10003
1877,-729,326,-48,-4,29,10003
1872,-726,320,-53,-4,21,10003
1876,-734,345,-50,-7,12,10003
1884,-730,328,-53,-13,16,10003
1871,-736,327,-56,-4,0,10003
1875,-746,332,-54,-11,7,10003
1872,-742,329,-45,-4,10,10003
1871,-745,325,-33,-1,17,10003
1873,-748,332,-26,-8,22,10003
1871,-744,339,-17,-5,32,10003
1865,-731,336,-16,-2,35,10003
1866,-736,330,-13,1,35,10003
1872,-736,338,-19,3,43,10003
1875,-731,340,-28,-2,45,10003
1879,-729,328,-30,8,58,10003
1865,-734,325,-23,4,53,10003
1875,-720,331,-33,5,44,10003
1881,-712,325,-39,7,48,10003
1879,-718,324,-47,0,47,10003
1880,-711,331,-52,7,42,10003
1872,-724,331,-54,-2,38,10003
1875,-725,319,-57,5,43,10003
1885,-723,322,-63,5,33,10003
1884,-725,331,-68,7,28,10003
1878,-722,331,-66,6,28,10003
1884,-722,338,-74,8,28,10003
1892,-735,341,-65,5,21,10003
1885,-729,329,-80,7,10,10003
1891,-725,320,-76,0,17,10003
1885,-733,340,-88,8,7,10003
1885,-736,336,-88,11,22,10003
1882,-737,331,-83,10,26,10003
1888,-742,331,-82,19,21,10003
1892,-743,336,-85,9,27,10003
1895,-730,330,-84,23,35,10003
1888,-741,338,-88,13,28,10003
1876,-745,342,-90,26,25,10003
1872,-746,347,-76,24,26,10003
1885,-750,342,-69,24,28,10003
1881,-745,338,-53,17,32,10003
1879,-749,335,-50,27,35,10003
1877,-734,360,-40,32,32,10003
1887,-740,343,-34,21,34,10003
1880,-737,344,-34,30,36,10003
1884,-737,339,-29,30,27,10003
1883,-744,347,-19,22,28,10003
1881,-745,334,-5,21,19,10003
1886,-736,341,7,13,16,10003
1875,-739,347,3,13,4,10003
1882,-734,344,4,7,-10,10003
1871,-745,337,8,8,6,10003
1876,-739,349,5,15,3,10003
1856,-742,342,17,10,-5,10003
1864,-752,339,25,1,-2,10003
1868,-747,328,24,1,-2,10003
1873,-741,334,29,0,0,10003
1877,-745,335,35,-7,-6,10003
1883,-745,328,21,-5,-5,10003
1880,-735,332,14,3,5,10003
1878,-737,336,13,-8,10,10003
1881,-745,338,11,2,-2,10003
1877,-749,331,2,0,-7,10003
1878,-745,333,-4,3,1,10003
1874,-740,338,9,6,12,10003
1875,-741,345,4,-5,17,10003
1868,-741,353,25,7,11,10003
1869,-734,344,12,-2,20,10003
1870,-734,335,24,-5,16,10003
1869,-738,342,26,-10,25,10003
1869,-734,328,34,-11,17,10003
1879,-723,327,35,-17,20,10003
1877,-721,338,33,-12,13,10003
1877,-729,331,32,-14,4,10003
1874,-728,326,32,-18,0,10003
1882,-727,347,16,-30,-8,10003
1874,-719,336,9,-11,-5,10003
1871,-735,337,0,-18,-6,10003
1868,-742,336,-4,-17,-6,10003
1866,-735,338,-2,-21,-8,10003
1871,-732,329,0,-19,-1,10003
1871,-735,329,-2,-21,2,10003
1879,-739,333,-14,-23,7,10003
1874,-736,330,-13,-23,19,10003
1875,-735,351,-14,-19,14,10003
1880,-738,337,-23,-13,18,10003
1878,-738,327,-21,-19,15,10003
1877,-733,330,-26,-16,13,10003
1883,-728,338,-37,-12,23,10003
1877,-726,341,-29,-19,10,10003
1870,-734,337,-28,-3,6,10003
1874,-734,339,-35,-9,12,10003
1881,-734,333,-29,-13,9,10003
1882,-736,332,-24,-23,15,10003
1873,-733,333,-30,-12,7,10003
1883,-733,341,-26,-16,-4,10003
1882,-732,335,-14,-7,10,10003
1883,-731,335,-18,-21,8,10003
1878,-729,354,-15,-14,2,10003
1884,-728,343,-25,-10,0,10003
1882,-734,346,-23,-10,13,10003
1888,-733,335,-20,-13,2,10003
1885,-725,337,-32,-8,3,10003
1874,-726,340,-32,-9,7,10003
1886,-717,333,-37,-13,11,10003
1883,-727,334,-33,-2,19,10003
1874,-715,328,-38,-14,11,10003
1882,-717,347,-34,-18,13,10003
1884,-722,331,-41,-5,18,10003
1881,-727,339,-47,-12,9,10003
1875,-722,342,-63,-9,3,10003
1871,-726,331,-64,-6,0,10003
1872,-717,339,-67,-19,-11,10003
1877,-736,329,-71,-13,0,10003
1884,-728,336,-71,-14,-5,10003
1884,-737,329,-69,-18,-5,10003
1889,-749,337,-57,-16,-10,10003
1890,-741,340,-41,-12,-5,10003
1887,-738,336,-24,-24,-10,10003
1891,-743,324,-24,-16,-2,10003
1876,-733,347,-17,-11,-7,10003
1878,-738,344,-8,-19,-2,10003
1874,-746,347,2,-14,-7,10003
1870,-735,336,20,-7,-5,10003
1867,-729,348,21,-19,-2,10003
1875,-722,332,22,-16,2,10003
1884,-727,334,28,-27,-3,10003
1882,-729,341,30,-22,-4,10003
1880,-732,338,26,-25,-5,10003
1874,-729,337,16,-27,4,10003
1893,-733,339,20,-17,-3,10003
1879,-733,353,31,-28,2,10003
1885,-743,330,31,-22,-3,10003
1889,-735,325,44,-19,-1,10003
1879,-728,332,45,-30,-1,10003
1880,-723,331,47,-16,5,10003
1879,-717,344,46,-20,5,10003
1880,-718,336,49,-32,6,10003
1882,-725,330,49,-33,9,10003
1881,-731,325,57,-33,6,10003
1879,-728,343,51,-37,0,10003
1886,-720,337,56,-35,-7,10003
1883,-715,338,45,-29,0,10003
1878,-714,337,40,-30,-16,10003
1877,-721,339,33,-30,-11,10003
1877,-723,329,26,-29,-13,10003
1874,-724,334,34,-22,-6,10003
1878,-720,333,27,-25,-5,10003
1880,-733,335,25,-35,9,10003
1877,-726,333,23,-26,-5,10003
1882,-725,334,24,-29,18,10003
1877,-725,317,19,-29,14,10003
1877,-724,330,21,-27,15,10003
1888,-721,327,13,-27,19,10003
1878,-720,336,18,-25,14,10003
1877,-724,329,22,-23,27,10003
1872,-726,331,19,-21,17,10003
1889,-715,318,14,-26,19,10003
1874,-719,341,10,-22,18,10003
1878,-715,325,11,-23,24,10003
1880,-716,327,5,-22,13,10003
1881,-720,334,7,-22,14,10003
1884,-724,331,8,-22,12,10003
1880,-718,339,9,-13,12,10003
1879,-722,324,15,-18,12,10003
1892,-721,324,3,-24,15,10003
1884,-721,340,-1,-22,7,10003
1888,-724,320,2,-21,4,10003
1890,-725,324,-1,-29,10,10003
1893,-718,324,-2,-26,7,10003
1882,-720,337,-5,-19,5,10003
1888,-720,338,-2,-15,10,10003
1888,-718,326,1,-15,5,10003
1883,-725,326,-5,-18,12,10003
1889,-723,330,-14,-2,12,10003
1884,-721,339,-8,-8,12,10003
1880,-709,326,-13,-6,16,10003
1876,-709,346,-27,3,15,10003
1877,-707,332,-22,11,12,10003
1897,-708,330,-37,-5,20,10003
1931,-718,346,-29,3,15,10003
1938,-723,367,-8,13,36,10003
1948,-714,403,33,18,46,10003
1973,-697,424,75,33,78,10003
1990,-682,435,88,72,118,10003
1999,-643,440,69,113,157,10003
1995,-633,439,5,161,197,10003
1986,-580,444,-137,234,209,10003
1969,-569,437,-203,267,217,10003
1968,-572,471,-275,288,173,10003
1977,-518,533,-285,354,94,10003
1976,-445,551,-321,427,-13,10003
1972,-435,551,-316,485,-128,10003
1969,-434,592,-265,542,-268,10003
1997,-410,607,-195,590,-388,10003
2031,-374,628,-172,615,-509,10003
2068,-351,630,-194,650,-624,10003
2078,-347,659,-186,717,-736,10003
2066,-322,692,-154,765,-895,10003
2062,-307,743,-84,820,-1034,10003
2067,-319,797,25,895,-1165,10003
2087,-327,815,99,984,-1299,10003
2127,-322,841,189,1097,-1407,10003
2148,-326,870,266,1207,-1524,10003
2189,-293,866,277,1335,-1646,10003
2236,-271,882,240,1443,-1759,10003
2285,-224,875,156,1586,-1871,10003
2294,-183,868,28,1718,-1957,10003
2278,-121,845,-159,1856,-2060,10003
2252,-76,848,-378,1991,-2133,10003
2242,-77,895,-523,2074,-2195,10003
2245,-85,906,-596,2152,-2250,10003
2254,-83,903,-665,2253,-2294,10003
2259,-74,938,-760,2340,-2324,10003
2263,-75,922,-942,2439,-2314,10003
2270,-94,927,-1168,2533,-2303,10003
2270,-91,919,-1410,2609,-2331,10003
2267,-91,930,-1639,2713,-2340,10003
2283,-110,933,-1850,2810,-2328,10003
2301,-137,920,-2024,2901,-2358,10003
2276,-164,953,-2168,2993,-2352,10003
2269,-181,905,-2326,3064,-2356,10003
2236,-226,866,-2486,3135,-2346,10003
2224,-308,883,-2559,3200,-2298,10003
2187,-374,901,-2528,3232,-2277,10003
2180,-377,926,-2435,3227,-2278,10003
2161,-384,927,-2305,3206,-2269,10003
2157,-416,974,-2108,3201,-2236,10003
2122,-382,996,-1916,3193,-2198,10003
2078,-337,978,-1778,3178,-2128,10003
2050,-304,941,-1706,3164,-2065,10003
2005,-309,931,-1652,3127,-1987,10003
1952,-318,886,-1559,3081,-1965,10003
1900,-368,908,-1411,3008,-1917,10003
1866,-402,968,-1193,2922,-1886,10003
1864,-399,1003,-982,2852,-1848,10003
1852,-384,1000,-836,2797,-1792,10003
1801,-327,977,-738,2724,-1777,10003
1788,-302,975,-689,2645,-1733,10003
1777,-279,992,-703,2564,-1721,10003
1746,-271,1037,-670,2479,-1682,10003
1728,-283,1050,-585,2412,-1669,10003
1678,-268,1074,-487,2350,-1646,10003
1613,-229,1108,-433,2286,-1601,10003
1587,-214,1097,-415,2220,-1563,10003
1561,-200,1110,-420,2156,-1510,10003
1556,-224,1154,-397,2106,-1443,10003
1557,-235,1185,-301,2046,-1416,10003
1538,-222,1203,-165,2010,-1380,10003
1489,-181,1220,-60,1963,-1337,10003
1438,-153,1230,-55,1908,-1293,10003
1396,-129,1209,-99,1848,-1247,10003
1370,-125,1182,-205,1788,-1199,10003
1387,-132,1195,-328,1720,-1136,10003
1410,-128,1240,-435,1659,-1068,10003
1410,-164,1226,-517,1611,-988,10003
1369,-175,1242,-567,1564,-877,10003
1325,-154,1236,-610,1502,-793,10003
1297,-157,1240,-622,1434,-706,10003
1259,-145,1241,-599,1359,-641,10003
1236,-158,1212,-556,1256,-564,10003
1205,-180,1201,-492,1164,-473,10003
1180,-202,1168,-413,1064,-409,10003
1156,-226,1174,-314,949,-320,10003
1160,-194,1183,-167,852,-252,10003
1149,-154,1157,-60,745,-176,10003
1151,-150,1137,33,641,-116,10003
1152,-155,1164,175,539,-79,10003
1134,-92,1201,265,463,-41,10003
1115,-56,1228,327,391,-26,10003
1102,-34,1261,330,304,-23,10003
1113,-44,1325,325,222,2,10003
1136,-34,1381,382,107,19,10003
1163,-20,1372,439,74,25,10003
1133,2,1397,459,19,38,10003
1117,17,1459,525,-43,37,10003
1122,2,1498,616,-97,36,10003
1131,-11,1551,748,-160,30,10003
1146,19,1558,891,-236,24,10003
1196,52,1585,991,-270,5,10003
1225,96,1639,1052,-290,-4,10003
1235,143,1678,1112,-302,-36,10003
1222,173,1697,1111,-295,-31,10003
1221,165,1718,1099,-302,-14,10003
1240,175,1714,1069,-290,-14,10003
1263,187,1707,1008,-290,17,10003
1307,231,1701,905,-270,32,10003
1324,257,1688,777,-236,53,10003
1328,287,1690,614,-180,80,10003
1325,307,1705,433,-130,103,10003
1310,308,1721,264,-99,116,10003
1309,295,1739,133,-84,101,10003
1307,274,1755,19,-44,104,10003
1295,253,1759,-58,-9,93,10003
1290,225,1742,-120,9,90,10003
1298,198,1722,-146,27,102,10003
1300,197,1719,-157,34,95,10003
1297,227,1716,-171,43,86,10003
1297,249,1701,-214,47,80,10003
1286,231,1678,-236,51,80,10003
1269,190,1678,-206,41,57,10003
1274,198,1693,-153,32,45,10003
1280,196,1679,-114,30,30,10003
1259,190,1685,-84,27,27,10003
1271,160,1680,-53,26,31,10003
1268,158,1687,10,28,33,10003
1269,185,1681,23,23,58,10003
1259,209,1674,8,30,73,10003
1253,207,1645,-25,34,82,10003
1242,237,1645,-74,42,83,10003
1234,235,1624,-130,35,70,10003
1232,198,1604,-174,18,76,10003
1230,172,1593,-185,-6,72,10003
1226,148,1557,-194,-25,81,10003
1226,148,1561,-192,-42,63,10003
1230,149,1550,-205,-62,65,10003
1228,139,1522,-205,-86,71,10003
1228,117,1528,-186,-109,77,10003
1224,108,1513,-166,-156,114,10003
1230,108,1490,-144,-178,132,10003
1223,106,1500,-135,-211,150,10003
1228,121,1499,-117,-240,169,10003
1245,120,1497,-121,-297,193,10003
1287,124,1537,-73,-334,196,10003
1309,117,1547,-3,-362,208,10003
1271,130,1571,70,-380,212,10003
1258,125,1578,151,-426,217,10003
1262,106,1600,257,-449,237,10003
1279,99,1611,367,-466,261,10003
1294,109,1615,466,-477,288,10003
1305,152,1604,509,-471,315,10003
1327,228,1602,481,-455,320,10003
1326,288,1608,364,-441,296,10003
1333,302,1602,201,-426,287,10003
1342,275,1610,62,-417,269,10003
1363,246,1632,-51,-398,267,10003
1363,215,1671,-118,-385,251,10003
1348,177,1670,-138,-377,229,10003
1356,169,1675,-119,-375,223,10003
1370,186,1705,-73,-373,201,10003
1381,210,1693,-39,-366,191,10003
1383,202,1675,29,-353,183,10003
1376,184,1685,108,-348,187,10003
1381,186,1709,177,-338,202,10003
1368,195,1691,200,-315,205,10003
1383,213,1696,189,-296,212,10003
1378,236,1688,149,-269,202,10003
1381,247,1673,84,-241,185,10003
1385,254,1673,4,-219,173,10003
1386,237,1652,-73,-191,169,10003
1388,208,1625,-132,-174,157,10003
1377,173,1616,-176,-173,153,10003
1370,149,1599,-164,-162,147,10003
1367,146,1574,-176,-160,140,10003
1367,136,1558,-190,-160,156,10003
1355,113,1523,-219,-167,167,10003
1350,126,1488,-259,-170,169,10003
1348,97,1479,-297,-211,174,10003
1363,70,1441,-305,-230,179,10003
1356,53,1421,-317,-252,177,10003
1338,28,1405,-330,-291,211,10003
1351,16,1381,-342,-313,230,10003
1335,-11,1350,-373,-344,254,10003
1355,-34,1356,-377,-399,292,10003
1371,-69,1340,-336,-440,328,10003
1362,-65,1313,-336,-494,386,10003
1365,-61,1287,-337,-544,425,10003
1367,-57,1229,-360,-613,463,10003
1353,-84,1162,-443,-663,514,10003
1348,-101,1121,-516,-748,572,10003
1384,-161,1154,-520,-821,618,10003
1407,-207,1192,-408,-913,672,10003
1442,-211,1210,-244,-983,701,10003
1438,-202,1200,-110,-1041,753,10003
1406,-172,1148,-49,-1104,792,10003
1390,-156,1054,-68,-1180,839,10003
1395,-160,984,-182,-1273,890,10003
1406,-160,939,-293,-1381,925,10003
1445,-177,962,-398,-1485,960,10003
1536,-230,1032,-402,-1560,998,10003
1575,-260,1035,-367,-1615,1020,10003
1562,-246,1002,-379,-1670,1056,10003
1547,-229,963,-442,-1749,1097,10003
1552,-238,894,-603,-1817,1163,10003
1563,-265,836,-781,-1920,1263,10003
1612,-304,855,-919,-2001,1369,10003
1685,-366,951,-912,-2102,1472,10003
1782,-446,1048,-755,-2173,1587,10003
1841,-519,1088,-462,-2195,1746,10003
1851,-556,1114,-108,-2210,1935,10003
1836,-560,1128,266,-2244,2149,10003
1823,-530,1133,574,-2258,2362,10003
1840,-462,1118,807,-2259,2514,10003
1831,-353,1111,977,-2279,2643,10003
1872,-274,1157,1059,-2279,2711,10003
1876,-211,1179,1074,-2272,2707,10003
1870,-189,1169,1010,-2261,2718,10003
1889,-218,1173,931,-2251,2701,10003
1890,-285,1136,854,-2237,2647,10003
1909,-335,1118,784,-2246,2586,10003
1941,-388,1127,797,-2274,2522,10003
2008,-434,1116,827,-2302,2459,10003
2055,-479,1133,892,-2286,2414,10003
2056,-460,1124,984,-2239,2344,10003
2003,-403,1110,972,-2212,2257,10003
1966,-361,1092,918,-2198,2178,10003
1948,-344,1062,837,-2183,2071,10003
1944,-346,1051,775,-2178,1989,10003
1957,-355,1069,771,-2162,1894,10003
1997,-366,1113,827,-2160,1835,10003
2036,-371,1117,899,-2130,1750,10003
2050,-353,1119,924,-2080,1689,10003
2039,-346,1102,882,-2023,1617,10003
2009,-355,1078,797,-1967,1546,10003
1998,-370,1034,700,-1915,1473,10003
1980,-377,1034,590,-1856,1404,10003
1974,-371,1020,472,-1807,1332,10003
1967,-386,998,357,-1763,1258,10003
1977,-416,1014,312,-1713,1196,10003
2001,-427,1045,336,-1653,1114,10003
1995,-414,1050,353,-1575,1029,10003
1991,-426,1000,335,-1495,967,10003
1966,-435,951,283,-1435,899,10003
1953,-432,924,203,-1382,831,10003
1949,-452,883,142,-1322,768,10003
1941,-484,843,78,-1304,710,10003
1940,-497,819,29,-1293,660,10003
1931,-496,780,-40,-1288,599,10003
1949,-501,759,-144,-1290,562,10003
1957,-543,734,-224,-1299,532,10003
1984,-580,736,-260,-1291,507,10003
1990,-596,759,-210,-1274,478,10003
1999,-619,738,-128,-1256,459,10003
2004,-640,721,-25,-1231,447,10003
1996,-653,682,132,-1217,432,10003
1993,-670,659,294,-1193,424,10003
2000,-673,613,471,-1182,426,10003
1979,-689,598,668,-1174,417,10003
1949,-689,580,852,-1186,429,10003
1929,-669,556,987,-1203,441,10003
1937,-670,537,1110,-1224,441,10003
1948,-677,553,1234,-1236,441,10003
1963,-678,558,1363,-1247,454,10003
1954,-668,573,1497,-1237,433,10003
1967,-615,582,1554,-1218,417,10003
1973,-582,568,1550,-1190,371,10003
1972,-532,608,1459,-1132,340,10003
1993,-462,670,1278,-1038,271,10003
2002,-293,739,838,-900,198,10003
2006,-127,762,140,-690,104,10003
2021,-78,760,-701,-460,20,10003
2037,-187,736,-1417,-208,-42,10003
1986,-408,676,-1712,-49,-141,10003
1935,-590,654,-1593,40,-235,10003
1919,-702,636,-1291,79,-264,10003
1904,-779,577,-884,62,-312,10003
1889,-812,535,-533,32,-327,10003
1891,-815,494,-231,13,-345,10003
1889,-823,466,4,-3,-318,10003
1889,-835,431,255,-36,-329,10003
1894,-836,397,550,-95,-324,10003
1901,-803,382,800,-126,-301,10003
1899,-767,348,1021,-166,-252,10003
1895,-741,310,1160,-201,-228,10003
1898,-720,286,1262,-222,-211,10003
1891,-715,285,1320,-242,-206,10003
1891,-709,283,1353,-265,-194,10003
1884,-679,279,1344,-284,-190,10003
1885,-661,273,1281,-295,-182,10003
1876,-632,292,1179,-290,-198,10003
1877,-617,300,1068,-300,-190,10003
1886,-626,303,925,-291,-196,10003
1889,-612,304,802,-272,-201,10003
1891,-614,312,665,-263,-193,10003
1883,-605,318,517,-237,-205,10003
1871,-598,309,370,-232,-206,10003
1881,-614,324,242,-220,-221,10003
1875,-628,320,118,-202,-235,10003
1868,-638,313,20,-198,-225,10003
1869,-658,315,-62,-209,-232,10003
1869,-672,318,-129,-202,-218,10003
1878,-681,318,-177,-208,-214,10003
1884,-681,315,-207,-211,-203,10003
1885,-688,321,-220,-211,-195,10003
1898,-694,327,-247,-207,-175,10003
1887,-688,329,-244,-205,-154,10003
1898,-684,344,-290,-197,-126,10003
1901,-659,364,-357,-181,-92,10003
1906,-644,383,-481,-165,-69,10003
1915,-631,388,-648,-127,-29,10003
1924,-619,409,-819,-99,7,10003
1923,-634,417,-984,-46,28,10003
1925,-656,438,-1088,-3,41,10003
1921,-672,455,-1129,22,59,10003
1921,-692,453,-1103,49,63,10003
1915,-713,448,-1018,64,53,10003
1902,-735,445,-882,72,51,10003
1910,-738,442,-722,63,30,10003
1909,-733,449,-555,55,13,10003
1910,-709,455,-440,58,13,10003
1904,-700,436,-344,52,11,10003
1912,-698,436,-290,52,7,10003
1903,-702,425,-239,47,20,10003
1896,-715,411,-186,51,28,10003
1894,-727,393,-119,53,34,10003
1893,-728,382,-38,47,39,10003
1892,-729,355,33,42,31,10003
1897,-717,353,95,39,39,10003
1899,-707,354,123,36,44,10003
1895,-691,347,141,39,35,10003
1896,-696,335,146,29,35,10003
1889,-691,345,153,38,46,10003
1885,-687,324,150,27,45,10003
1892,-685,324,136,28,51,10003
1886,-672,305,124,14,50,10003
1886,-673,315,106,15,58,10003
1892,-667,311,104,10,64,10003
1890,-666,306,74,4,65,10003
1895,-663,308,71,-12,55,10003
1895,-660,312,59,-12,49,10003
1891,-660,324,53,-19,39,10003
1897,-653,331,43,-27,44,10003
1892,-660,334,45,-27,30,10003
1897,-640,332,23,-34,31,10003
1902,-636,346,18,-38,16,10003
1905,-638,337,-8,-45,22,10003
1908,-650,350,-15,-37,18,10003
1915,-640,342,-28,-36,1,10003
1914,-639,364,-44,-31,2,10003
1914,-642,366,-55,-25,8,10003
1930,-643,365,-62,-23,10,10003
1920,-644,354,-63,-21,-3,10003
1928,-656,370,-64,-11,0,10003
1918,-658,370,-62,-17,-4,10003
1916,-655,364,-63,-15,-5,10003
1917,-663,351,-52,-18,-1,10003
1917,-670,348,-46,-17,1,10003
1916,-670,353,-31,-18,-8,10003
