accelerometerX,accelerometerY,accelerometerZ,gyroscopeX,gyroscopeY,gyroscopeZ,deviceID
1894,-834,297,-9,98,52,10003
1891,-841,292,66,98,47,10003
1892,-818,274,105,90,41,10003
1879,-823,293,121,93,59,10003
1868,-823,275,160,92,67,10003
1854,-837,295,222,87,91,10003
1862,-817,302,313,80,87,10003
1861,-775,282,377,62,94,10003
1869,-720,275,369,70,100,10003
1874,-697,272,336,104,95,10003
1880,-716,274,279,122,111,10003
1881,-720,278,228,137,104,10003
1885,-726,283,153,146,110,10003
1880,-733,295,58,175,139,10003
1887,-769,302,-25,206,183,10003
1904,-811,295,-140,242,264,10003
1894,-791,267,-216,243,319,10003
1887,-784,273,-273,255,370,10003
1887,-793,277,-337,251,436,10003
1887,-812,294,-376,259,483,10003
1879,-822,309,-397,269,544,10003
1880,-829,329,-427,283,602,10003
1873,-803,361,-524,303,649,10003
1862,-796,396,-682,349,698,10003
1846,-790,422,-925,400,758,10003
1863,-805,415,-1173,466,809,10003
1848,-858,414,-1369,507,864,10003
1856,-913,404,-1469,524,922,10003
1856,-957,389,-1479,550,970,10003
1861,-1011,376,-1434,538,1033,10003
1854,-1010,371,-1362,533,1090,10003
1836,-1015,342,-1256,517,1143,10003
1829,-1031,339,-1158,504,1193,10003
1817,-1044,348,-1029,481,1232,10003
1808,-1067,335,-893,464,1285,10003
1798,-1096,331,-731,447,1306,10003
1773,-1099,294,-556,419,1324,10003
1771,-1096,298,-388,390,1328,10003
1764,-1101,292,-266,366,1341,10003
1754,-1117,293,-173,352,1371,10003
1752,-1144,291,-101,322,1391,10003
1750,-1176,296,-22,314,1428,10003
1750,-1208,296,69,291,1468,10003
1743,-1200,302,140,274,1507,10003
1733,-1179,292,191,247,1559,10003
1730,-1171,290,222,236,1586,10003
1717,-1173,297,249,207,1616,10003
1698,-1233,297,251,199,1662,10003
1705,-1255,291,273,173,1740,10003
1689,-1241,294,313,142,1768,10003
1676,-1224,293,325,111,1788,10003
1656,-1207,282,317,83,1796,10003
1635,-1209,291,330,59,1784,10003
1623,-1212,287,338,27,1779,10003
1595,-1223,290,380,7,1732,10003
1588,-1220,294,422,-15,1687,10003
1574,-1218,289,460,-22,1635,10003
1548,-1208,297,470,-24,1565,10003
1533,-1194,302,483,-34,1499,10003
1517,-1187,297,483,-44,1414,10003
1508,-1180,298,472,-42,1333,10003
1514,-1181,315,466,-52,1255,10003
1514,-1174,310,465,-76,1172,10003
1509,-1168,327,485,-105,1075,10003
1534,-1160,341,485,-122,1013,10003
1534,-1163,364,519,-122,972,10003
1544,-1170,406,557,-129,898,10003
1570,-1217,439,623,-134,891,10003
1623,-1310,465,760,-188,823,10003
1667,-1348,463,943,-292,713,10003
1705,-1353,467,1028,-383,624,10003
1729,-1321,423,1018,-452,577,10003
1753,-1306,415,1042,-524,597,10003
1770,-1321,391,1146,-636,591,10003
1799,-1283,378,1250,-752,569,10003
1827,-1301,371,1390,-820,622,10003
1835,-1353,410,1614,-889,726,10003
1839,-1405,469,2007,-964,711,10003
1842,-1383,487,2457,-1024,624,10003
1859,-1363,479,2855,-1071,595,10003
1885,-1398,430,3296,-1156,634,10003
1929,-1387,418,3642,-1231,676,10003
1930,-1271,384,3795,-1279,746,10003
1942,-1230,454,3726,-1298,884,10003
1945,-1173,479,3387,-1269,1005,10003
1933,-992,531,2757,-1216,1117,10003
1909,-861,575,1832,-1102,1221,10003
1879,-776,644,847,-943,1214,10003
1900,-829,785,3,-764,1191,10003
1961,-955,886,-700,-562,1239,10003
1932,-985,907,-1426,-357,1353,10003
1894,-1016,861,-2062,-136,1333,10003
1837,-1145,806,-2589,89,1282,10003
1688,-1322,583,-2862,288,1342,10003
1553,-1643,774,-2366,400,1262,10003
1554,-1864,874,-1688,364,1056,10003
1646,-1490,746,-1626,419,1052,10003
1640,-1125,513,-2655,611,1223,10003
1587,-854,347,-4258,1071,1304,10003
1337,-1439,284,-4442,1344,1127,10003
1048,-2687,393,-2576,1199,1078,10003
1022,-2807,496,-333,815,883,10003
1177,-1698,400,-27,788,845,10003
1304,-1078,242,-1079,933,855,10003
1264,-1217,229,-2444,1119,934,10003
1199,-1556,24,-3156,1225,1028,10003
950,-2160,66,-2042,1188,915,10003
670,-2800,165,42,680,810,10003
1085,-1551,85,255,491,900,10003
1232,-708,17,-1331,755,981,10003
946,-1414,96,-2709,935,1023,10003
877,-2117,78,-2457,772,988,10003
861,-2260,-96,-1485,425,1111,10003
939,-1789,-264,-1090,319,1132,10003
868,-1604,-310,-1219,168,1170,10003
902,-1735,-380,-1174,13,1196,10003
824,-1966,-183,-541,-17,1082,10003
823,-1874,-141,452,-240,1218,10003
764,-1848,-25,937,-286,1048,10003
882,-1658,26,1404,-399,1019,10003
910,-1562,121,1595,-349,975,10003
933,-1470,185,1644,-313,954,10003
938,-1489,251,1508,-268,982,10003
905,-1522,248,1353,-215,982,10003
910,-1408,237,1125,-260,1027,10003
823,-1725,199,1282,-137,905,10003
887,-1597,451,1533,-118,856,10003
898,-1597,356,1778,-121,929,10003
856,-1795,524,2190,18,705,10003
991,-1444,655,2319,74,785,10003
1025,-1225,855,1637,384,834,10003
1125,-1039,835,569,484,1153,10003
853,-1564,665,-357,924,817,10003
844,-1726,577,17,832,797,10003
841,-1637,676,442,908,762,10003
946,-1171,663,2,1029,894,10003
800,-949,468,-1292,1182,876,10003
632,-1360,245,-2091,1149,772,10003
599,-1680,146,-2066,910,720,10003
585,-1527,84,-2091,681,684,10003
577,-1544,-2,-2244,449,572,10003
618,-1734,58,-1930,249,374,10003
662,-1679,86,-1602,-20,441,10003
661,-1512,-18,-1909,-166,528,10003
612,-2000,53,-2013,-200,550,10003
549,-2623,12,-1223,-499,627,10003
644,-3183,70,-68,-802,737,10003
841,-2869,193,1268,-1119,746,10003
1048,-2035,516,1782,-1167,681,10003
1177,-1678,535,1577,-1089,685,10003
1172,-1629,562,1283,-916,668,10003
1113,-1733,635,1240,-794,603,10003
1150,-1450,650,991,-685,680,10003
1064,-1543,321,416,-684,791,10003
1077,-1800,59,13,-649,770,10003
1001,-1791,139,130,-793,723,10003
995,-1713,214,260,-933,694,10003
991,-1685,273,165,-974,712,10003
946,-1750,387,223,-954,620,10003
932,-1728,401,177,-918,446,10003
930,-1785,446,-40,-795,350,10003
942,-1953,480,-68,-695,312,10003
930,-2004,474,207,-651,327,10003
907,-1944,452,590,-621,333,10003
849,-1847,417,887,-592,353,10003
820,-1785,414,910,-570,373,10003
814,-1885,344,750,-552,427,10003
844,-1958,355,574,-543,465,10003
812,-1854,241,379,-537,516,10003
721,-1782,234,182,-597,510,10003
607,-1610,110,-80,-697,490,10003
478,-1512,-20,-540,-921,528,10003
642,-1681,73,-997,-965,499,10003
708,-1967,363,-661,-970,442,10003
548,-1938,503,67,-1050,391,10003
557,-1556,454,5,-1030,412,10003
734,-1475,558,-489,-839,369,10003
719,-1509,686,-1041,-613,383,10003
631,-1352,718,-1711,-392,387,10003
622,-1210,616,-2700,-150,405,10003
595,-1176,500,-3715,122,358,10003
472,-1336,321,-4513,336,292,10003
380,-1581,181,-4804,408,198,10003
344,-1752,56,-4723,394,184,10003
355,-1858,-60,-4319,341,204,10003
344,-1784,-52,-3892,265,176,10003
392,-1556,-105,-3590,192,130,10003
518,-1396,-130,-3678,215,25,10003
613,-1374,-122,-3841,268,-182,10003
711,-1441,-45,-3773,323,-416,10003
774,-1285,-9,-3669,406,-737,10003
835,-1270,-32,-3628,529,-1040,10003
944,-1547,-32,-3380,661,-1328,10003
1121,-1927,-70,-2528,714,-1560,10003
1201,-2154,-62,-1381,760,-1755,10003
1161,-2328,-269,-74,698,-1870,10003
993,-2425,-572,1072,457,-1885,10003
826,-2673,-774,2055,85,-1842,10003
837,-2913,-814,3155,-399,-1700,10003
917,-3011,-868,4286,-859,-1532,10003
922,-3081,-839,5550,-1290,-1386,10003
927,-2855,-711,6689,-1724,-1266,10003
1024,-2574,-622,7200,-2004,-1098,10003
1138,-2307,-307,7276,-2142,-960,10003
1341,-1880,32,6742,-2056,-805,10003
1467,-1469,301,5409,-1721,-638,10003
1404,-1134,354,3679,-1282,-556,10003
1263,-1208,441,2065,-956,-462,10003
1207,-1361,459,888,-680,-419,10003
1008,-1431,336,93,-481,-416,10003
797,-1540,290,-240,-377,-379,10003
675,-1576,365,-413,-290,-334,10003
749,-1630,406,-573,-227,-330,10003
952,-1596,298,-739,-108,-235,10003
930,-1883,307,-932,80,-146,10003
783,-1942,202,-577,48,-185,10003
798,-1521,136,-479,22,-249,10003
832,-1302,133,-657,67,-345,10003
862,-1227,118,-1003,112,-391,10003
843,-1415,170,-1099,158,-452,10003
872,-1327,216,-1153,243,-490,10003
832,-1383,374,-1018,326,-626,10003
802,-1304,343,-893,403,-742,10003
782,-1166,133,-1042,431,-856,10003
756,-1307,62,-1179,434,-1018,10003
854,-1686,-155,-740,312,-1155,10003
881,-1910,-283,118,109,-1268,10003
954,-2147,-273,1038,-166,-1250,10003
1140,-2256,-224,1919,-354,-1215,10003
1363,-2315,-80,2538,-482,-1071,10003
1586,-2195,82,2965,-572,-1017,10003
1737,-1775,106,2965,-590,-885,10003
1774,-1578,172,2508,-520,-795,10003
1757,-1683,151,2033,-459,-676,10003
1685,-1845,294,2047,-442,-764,10003
1620,-1630,250,1985,-461,-646,10003
1675,-1632,123,1968,-527,-717,10003
1607,-1599,16,2234,-615,-865,10003
1473,-1382,48,2138,-690,-882,10003
1462,-1422,152,1718,-672,-925,10003
1402,-1640,182,1420,-629,-987,10003
1329,-1737,245,1220,-630,-968,10003
1235,-1761,264,1076,-656,-969,10003
1135,-1812,233,928,-682,-914,10003
1116,-1735,315,763,-715,-811,10003
1136,-1896,400,482,-662,-694,10003
1124,-1996,408,482,-639,-685,10003
1088,-1788,481,510,-571,-669,10003
1094,-1545,411,290,-478,-672,10003
1117,-1529,377,-55,-377,-699,10003
1128,-1573,377,-320,-341,-696,10003
1195,-1634,345,-492,-328,-640,10003
1265,-1711,347,-579,-325,-568,10003
1309,-1721,393,-605,-277,-521,10003
1314,-1500,390,-714,-227,-530,10003
1337,-1305,430,-1039,-145,-520,10003
1373,-1140,505,-1531,-21,-570,10003
1313,-1007,469,-1990,117,-643,10003
1156,-1084,381,-2463,194,-704,10003
1053,-1387,363,-2639,205,-747,10003
969,-1605,383,-2574,195,-692,10003
1008,-1791,323,-2110,164,-777,10003
1067,-1691,273,-1568,138,-807,10003
1015,-1553,209,-1307,132,-745,10003
1239,-1530,171,-1072,75,-798,10003
1375,-1484,125,-1007,-31,-730,10003
1410,-1511,18,-835,-56,-745,10003
1391,-1435,-116,-492,-226,-799,10003
1530,-1520,-114,-287,-343,-794,10003
1668,-1562,-60,-6,-426,-810,10003
1680,-1554,-27,150,-438,-770,10003
1701,-1393,-81,117,-471,-672,10003
1671,-1518,-55,52,-488,-628,10003
1733,-1625,17,299,-507,-626,10003
1672,-1559,-1,569,-529,-533,10003
1583,-1531,-28,726,-560,-456,10003
1564,-1505,45,845,-554,-492,10003
1563,-1404,95,872,-523,-487,10003
1525,-1384,87,765,-432,-474,10003
1466,-1414,156,694,-373,-438,10003
1446,-1323,142,558,-317,-411,10003
1493,-1429,165,510,-223,-399,10003
1492,-1393,130,523,-138,-367,10003
1507,-1311,128,426,-63,-321,10003
1513,-1281,92,172,1,-309,10003
1488,-1375,55,55,28,-270,10003
1487,-1420,134,44,37,-266,10003
1540,-1380,127,62,30,-203,10003
1629,-1328,170,-32,25,-135,10003
1592,-1398,95,-90,155,-58,10003
1624,-1445,153,-29,61,66,10003
1754,-1406,211,-27,69,182,10003
1754,-1433,170,-55,141,305,10003
1714,-1390,188,84,153,444,10003
1648,-1359,172,182,182,576,10003
1545,-1368,200,203,225,618,10003
1444,-1434,190,178,297,628,10003
1376,-1570,180,170,327,556,10003
1340,-1605,192,210,342,459,10003
1356,-1555,213,228,356,346,10003
1381,-1441,235,178,424,237,10003
1371,-1270,225,-42,478,156,10003
1394,-1294,205,-329,524,123,10003
1439,-1377,163,-552,556,184,10003
1497,-1501,87,-577,544,207,10003
1583,-1577,75,-454,468,296,10003
1690,-1581,88,-314,435,445,10003
1715,-1550,114,-230,403,581,10003
1702,-1457,100,-323,405,727,10003
1685,-1442,72,-463,398,839,10003
1674,-1437,87,-623,399,959,10003
1673,-1469,78,-765,368,1098,10003
1675,-1574,136,-741,354,1233,10003
1752,-1656,136,-585,336,1356,10003
1783,-1621,92,-563,368,1541,10003
1751,-1569,60,-705,415,1680,10003
1725,-1589,63,-1063,478,1831,10003
1603,-1632,49,-1428,582,1922,10003
1541,-1626,90,-1535,596,1969,10003
1532,-1597,44,-1553,589,2024,10003
1436,-1484,-5,-1750,610,2073,10003
1410,-1487,-44,-1975,584,2080,10003
1507,-1556,-85,-2120,592,2098,10003
1450,-1638,-30,-1980,619,2028,10003
1390,-1701,5,-1679,578,1993,10003
1426,-1634,47,-1380,562,1945,10003
1361,-1434,85,-1427,614,2031,10003
1333,-1558,76,-1354,672,1801,10003
1304,-1547,57,-1476,764,1706,10003
1329,-1646,111,-1648,838,1666,10003
1289,-1734,176,-1721,952,1661,10003
1197,-1794,190,-1658,1051,1596,10003
1154,-1767,114,-1593,1121,1560,10003
1126,-1676,59,-1602,1188,1488,10003
1071,-1693,3,-1650,1226,1440,10003
1088,-1752,30,-1590,1257,1388,10003
1085,-1738,72,-1554,1325,1374,10003
1031,-1699,99,-1599,1394,1387,10003
1034,-1790,103,-1537,1458,1291,10003
1031,-1765,101,-1433,1517,1297,10003
1012,-1742,77,-1463,1586,1347,10003
968,-1805,12,-1502,1619,1384,10003
891,-1974,-46,-1301,1639,1415,10003
840,-2136,-38,-805,1589,1408,10003
810,-2160,43,-77,1561,1389,10003
815,-1952,120,543,1593,1344,10003
790,-1662,176,693,1698,1296,10003
744,-1493,223,499,1867,1213,10003
732,-1430,236,212,2033,1117,10003
698,-1356,217,-74,2182,972,10003
671,-1360,191,-349,2313,863,10003
659,-1421,129,-552,2415,742,10003
668,-1439,139,-704,2497,618,10003
660,-1431,119,-748,2564,481,10003
641,-1422,96,-676,2614,317,10003
609,-1403,78,-523,2637,137,10003
582,-1417,47,-325,2631,-55,10003
571,-1390,27,-133,2601,-277,10003
593,-1319,11,7,2569,-515,10003
614,-1311,2,27,2528,-705,10003
633,-1357,-39,-88,2473,-853,10003
653,-1431,-47,-229,2427,-962,10003
675,-1477,-55,-334,2359,-1092,10003
707,-1492,-39,-460,2293,-1202,10003
730,-1525,-31,-556,2251,-1301,10003
747,-1503,-4,-594,2204,-1449,10003
755,-1469,14,-573,2135,-1629,10003
738,-1463,23,-548,2088,-1791,10003
762,-1490,28,-463,2030,-1917,10003
769,-1494,8,-395,1966,-2022,10003
786,-1538,1,-326,1908,-2121,10003
841,-1602,56,-156,1842,-2243,10003
887,-1668,94,292,1744,-2426,10003
916,-1713,136,757,1638,-2573,10003
969,-1714,161,1246,1527,-2729,10003
1056,-1725,212,1800,1398,-2911,10003
1122,-1746,254,2358,1298,-3083,10003
1182,-1721,275,2654,1194,-3159,10003
1258,-1598,311,2781,1100,-3215,10003
1309,-1475,352,2669,1023,-3289,10003
1354,-1362,400,2405,973,-3369,10003
1397,-1309,429,2014,946,-3429,10003
1424,-1244,463,1584,911,-3492,10003
1446,-1210,480,1181,875,-3562,10003
1464,-1186,466,833,830,-3642,10003
1495,-1164,472,552,783,-3723,10003
1508,-1143,447,320,733,-3803,10003
1555,-1138,446,149,671,-3898,10003
1569,-1134,457,59,625,-3984,10003
1592,-1154,448,27,559,-4076,10003
1594,-1154,444,62,505,-4176,10003
1622,-1175,443,173,435,-4279,10003
1651,-1205,435,339,354,-4390,10003
1675,-1245,427,532,273,-4455,10003
1714,-1279,431,796,184,-4509,10003
1738,-1290,423,1091,80,-4558,10003
1724,-1278,423,1401,-7,-4589,10003
1736,-1254,437,1700,-131,-4617,10003
1764,-1214,443,2002,-253,-4605,10003
1772,-1174,446,2274,-365,-4627,10003
1808,-1120,451,2458,-465,-4618,10003
1824,-1057,452,2607,-551,-4595,10003
1859,-999,473,2666,-651,-4568,10003
1892,-940,466,2664,-712,-4528,10003
1921,-899,468,2583,-777,-4477,10003
1962,-862,467,2443,-824,-4391,10003
2003,-832,473,2242,-854,-4291,10003
2058,-811,473,1978,-894,-4144,10003
2144,-804,460,1668,-904,-3962,10003
2174,-775,420,1302,-879,-3762,10003
2134,-740,374,870,-857,-3506,10003
2100,-708,345,402,-859,-3225,10003
2082,-715,336,-27,-874,-2922,10003
2138,-776,352,-361,-918,-2576,10003
2219,-851,374,-542,-927,-2217,10003
2274,-909,396,-584,-930,-1801,10003
2281,-929,397,-546,-931,-1379,10003
2251,-906,388,-461,-924,-939,10003
2211,-864,365,-393,-939,-501,10003
2145,-830,337,-321,-966,-72,10003
2101,-838,332,-199,-1001,327,10003
2053,-835,323,-25,-1053,715,10003
2023,-836,321,213,-1106,1069,10003
2024,-846,324,437,-1161,1391,10003
2022,-822,313,629,-1186,1659,10003
2011,-802,321,775,-1180,1894,10003
1983,-794,325,889,-1172,2078,10003
1967,-794,341,950,-1173,2209,10003
1966,-781,331,996,-1153,2321,10003
1965,-777,317,985,-1143,2403,10003
1971,-783,331,950,-1116,2452,10003
1977,-785,322,929,-1089,2477,10003
1989,-803,345,904,-1056,2487,10003
1987,-803,337,857,-1006,2474,10003
1983,-792,335,798,-971,2462,10003
1969,-783,324,730,-931,2416,10003
1965,-794,323,630,-903,2387,10003
1974,-798,300,550,-881,2348,10003
1975,-818,297,468,-867,2334,10003
1987,-840,291,407,-850,2314,10003
2007,-876,284,382,-858,2314,10003
2037,-906,288,367,-854,2326,10003
2068,-915,275,374,-862,2362,10003
2106,-958,280,401,-883,2415,10003
2138,-1004,248,475,-916,2491,10003
2187,-1043,253,606,-946,2561,10003
2208,-1050,242,790,-995,2645,10003
2237,-1037,227,1010,-1037,2706,10003
2256,-1024,216,1238,-1076,2769,10003
2255,-1023,210,1487,-1113,2814,10003
2250,-1026,230,1753,-1136,2858,10003
2243,-1020,248,2027,-1169,2898,10003
2216,-1025,216,2288,-1181,2923,10003
2204,-1042,225,2572,-1198,2935,10003
2195,-1102,235,2967,-1215,2850,10003
2165,-1078,241,3412,-1228,2862,10003
2156,-985,262,3862,-1233,2888,10003
2142,-898,242,4135,-1182,2962,10003
2120,-885,238,4333,-1103,2894,10003
2098,-829,257,4548,-1067,2887,10003
2091,-698,254,4530,-931,2772,10003
2017,-721,295,4549,-822,2633,10003
2014,-678,267,4421,-662,2606,10003
1979,-616,249,4232,-534,2509,10003
1959,-594,269,4079,-435,2433,10003
1936,-591,281,3769,-285,2328,10003
1904,-505,274,3430,-146,2152,10003
1865,-488,287,3077,-5,2033,10003
1829,-445,300,2620,123,1838,10003
1803,-418,292,2146,262,1696,10003
1788,-425,314,1669,373,1501,10003
1758,-405,316,1153,491,1294,10003
1727,-401,312,647,596,1092,10003
1705,-440,309,135,687,887,10003
1692,-464,308,-300,765,692,10003
1673,-506,290,-703,816,482,10003
1645,-550,286,-1021,857,276,10003
1632,-583,274,-1291,885,80,10003
1628,-643,265,-1471,898,-113,10003
1628,-697,295,-1599,894,-283,10003
1636,-735,298,-1669,888,-447,10003
1639,-770,308,-1681,872,-592,10003
1629,-788,291,-1672,853,-741,10003
1639,-810,309,-1630,800,-883,10003
1635,-831,300,-1576,773,-1006,10003
1659,-865,300,-1498,719,-1136,10003
1680,-896,300,-1412,679,-1273,10003
1705,-918,293,-1296,628,-1397,10003
1742,-943,290,-1186,586,-1521,10003
1758,-965,287,-1098,557,-1652,10003
1781,-960,251,-1039,541,-1782,10003
1798,-962,256,-1005,505,-1910,10003
1831,-950,245,-1022,471,-2026,10003
1858,-957,219,-1065,449,-2122,10003
1878,-968,209,-1122,435,-2229,10003
1886,-969,218,-1164,402,-2338,10003
1900,-955,211,-1270,360,-2407,10003
1904,-954,230,-1339,322,-2485,10003
1894,-950,219,-1386,282,-2527,10003
1879,-936,234,-1447,269,-2566,10003
1851,-945,244,-1478,222,-2582,10003
1801,-937,249,-1484,178,-2589,10003
1784,-920,267,-1485,132,-2574,10003
1771,-916,277,-1463,91,-2573,10003
1762,-917,284,-1386,52,-2539,10003
1760,-937,302,-1292,18,-2514,10003
1762,-929,314,-1140,-24,-2466,10003
1778,-940,296,-983,-55,-2433,10003
1804,-922,286,-845,-79,-2382,10003
1817,-930,264,-699,-90,-2348,10003
1844,-920,260,-561,-82,-2323,10003
1866,-906,267,-446,-87,-2287,10003
1907,-889,257,-385,-74,-2240,10003
1935,-871,255,-365,-54,-2192,10003
1969,-842,238,-395,-24,-2152,10003
1989,-828,224,-466,9,-2105,10003
2005,-813,243,-586,51,-2048,10003
2016,-777,231,-724,101,-1962,10003
2016,-756,240,-916,140,-1867,10003
2011,-750,252,-1100,177,-1770,10003
2031,-760,256,-1275,219,-1662,10003
2021,-762,268,-1449,245,-1520,10003
2019,-760,256,-1591,257,-1392,10003
2013,-775,272,-1695,287,-1255,10003
2010,-779,280,-1792,301,-1102,10003
2007,-793,273,-1840,327,-958,10003
1989,-791,270,-1885,327,-806,10003
1977,-802,257,-1876,335,-659,10003
1964,-821,270,-1843,337,-518,10003
1954,-823,267,-1766,337,-384,10003
1942,-834,280,-1674,325,-254,10003
1926,-827,281,-1569,315,-139,10003
1928,-819,280,-1453,287,-40,10003
1917,-818,297,-1320,287,56,10003
1914,-811,300,-1193,275,143,10003
1909,-798,300,-1076,245,210,10003
1918,-796,310,-950,236,276,10003
1933,-781,338,-857,232,354,10003
1957,-761,329,-784,221,418,10003
1965,-746,353,-739,215,477,10003
1964,-725,353,-706,219,535,10003
1956,-700,353,-695,209,598,10003
1951,-701,348,-693,200,656,10003
1939,-690,349,-687,188,712,10003
1961,-692,390,-668,173,757,10003
1983,-674,402,-669,167,811,10003
2010,-655,397,-727,166,899,10003
2012,-635,406,-851,185,994,10003
2017,-672,369,-1032,154,1156,10003
2032,-705,406,-1205,92,1344,10003
2058,-730,440,-1320,10,1511,10003
2090,-736,461,-1417,-72,1664,10003
2119,-722,473,-1497,-144,1827,10003
2111,-698,431,-1558,-209,1982,10003
2107,-720,412,-1564,-266,2125,10003
2098,-758,379,-1495,-345,2246,10003
2083,-840,355,-1279,-440,2340,10003
2096,-914,299,-1064,-536,2456,10003
2119,-947,277,-837,-629,2588,10003
2171,-970,264,-669,-724,2668,10003
2215,-1010,293,-478,-780,2701,10003
2264,-1029,329,-323,-796,2695,10003
2292,-1061,324,-223,-778,2696,10003
2333,-1093,291,-205,-794,2740,10003
2407,-1129,250,-257,-800,2768,10003
2392,-1209,242,-420,-798,2856,10003
2407,-1197,188,-754,-795,2892,10003
2361,-1174,186,-1124,-732,2870,10003
2306,-1197,139,-1546,-654,2810,10003
2239,-1155,176,-1864,-634,2799,10003
2134,-1121,165,-2152,-633,2743,10003
2036,-1087,150,-2450,-624,2720,10003
1934,-1076,119,-2776,-649,2705,10003
1871,-1091,89,-3104,-696,2679,10003
1779,-1097,61,-3417,-674,2587,10003
1644,-1191,72,-3637,-690,2509,10003
1566,-1225,62,-3819,-738,2369,10003
1485,-1263,-17,-3954,-784,2250,10003
1391,-1254,-111,-3884,-830,2036,10003
1298,-1278,-134,-3787,-904,1866,10003
1284,-1373,-136,-3649,-942,1699,10003
1242,-1395,-164,-3385,-962,1545,10003
1174,-1383,-243,-3231,-974,1410,10003
1122,-1331,-307,-3079,-997,1200,10003
1078,-1337,-367,-2923,-1075,1030,10003
1050,-1289,-411,-2829,-1108,893,10003
966,-1330,-500,-2836,-1179,905,10003
1010,-1357,-511,-2739,-1244,820,10003
1021,-1295,-499,-2637,-1305,740,10003
989,-1336,-564,-2608,-1350,734,10003
1011,-1402,-640,-2555,-1424,724,10003
968,-1529,-677,-2302,-1470,692,10003
929,-1520,-692,-2051,-1503,654,10003
901,-1443,-706,-1979,-1537,626,10003
926,-1296,-651,-2058,-1589,627,10003
964,-1263,-641,-2191,-1636,606,10003
993,-1168,-678,-2474,-1699,663,10003
1029,-1126,-721,-2840,-1719,653,10003
1030,-1144,-709,-3182,-1733,623,10003
1036,-1109,-662,-3380,-1774,556,10003
1037,-1087,-651,-3529,-1802,523,10003
993,-1138,-703,-3579,-1832,497,10003
967,-1249,-698,-3475,-1864,476,10003
990,-1316,-664,-3162,-1883,450,10003
1019,-1225,-678,-2850,-1890,435,10003
1020,-1132,-771,-2774,-1850,418,10003
1044,-1188,-833,-2644,-1841,404,10003
1081,-1113,-867,-2617,-1848,393,10003
1163,-1087,-825,-2653,-1803,357,10003
1154,-1113,-712,-2589,-1759,312,10003
1127,-1095,-784,-2532,-1727,277,10003
1062,-1095,-770,-2585,-1710,308,10003
1049,-966,-917,-2771,-1627,181,10003
